medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
2024-07-27,Silver Medal,2,BALEIWAIRIKI Iosefo,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1998-05-09,1913523
2024-07-27,Silver Medal,2,LOGANIMASI Ponipate,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1998-03-26,1982069
2024-07-27,Silver Medal,2,VEILAWA Terio Tamani,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-07-06,1913286
2024-07-27,Silver Medal,2,NACUQU Waisea,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1993-05-24,1913334
2024-07-27,Silver Medal,2,TUWAI Jerry,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1989-03-23,1908911
2024-07-27,Silver Medal,2,TEBA Iowane,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1993-02-23,1908835
2024-07-27,Silver Medal,2,RASAKU Kaminieli,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1999-07-12,1908841
2024-07-27,Silver Medal,2,RAVUTAUMADA Selesitino,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,2000-01-17,2484588
2024-07-27,Silver Medal,2,JOSAIA Raisuqe,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-07-22,1982687
2024-07-27,Silver Medal,2,SAUTURAGA Filipe,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000100--,1994-06-19,1908901
2024-07-27,Bronze Medal,3,GROBBELAAR Christie,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,2000-05-25,1574106
2024-07-27,Bronze Medal,3,OOSTHUIZEN Ryan,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1995-05-22,1574107
2024-07-27,Bronze Medal,3,VISSER Impi,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1995-05-30,1574108
2024-07-27,Bronze Medal,3,DAVIDS Zain,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1997-05-04,1574109
2024-07-27,Bronze Medal,3,NORTJE Quewin,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,2003-01-14,1888936
2024-07-27,Bronze Medal,3,PRETORIUS Tiaan,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,2001-02-19,1574111
2024-07-27,Bronze Medal,3,LEYDS Tristan,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1997-05-24,1574134
2024-07-27,Bronze Medal,3,DAVIDS Selvyn,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1994-03-26,1888932
2024-07-27,Bronze Medal,3,WILLIAMS Shaun,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1998-04-13,1574114
2024-07-27,Bronze Medal,3,SPECMAN Rosko,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1989-04-28,1574121
2024-07-27,Bronze Medal,3,SOYIZWAPI Siviwe,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1992-12-07,1574118
2024-07-27,Bronze Medal,3,van WYK Shilton,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1999-12-22,1574119
2024-07-27,Bronze Medal,3,BROWN Ronald,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,/en/paris-2024/results/rugby-sevens/men/fnl-000200--,1995-09-02,1574112
2024-07-27,Gold Medal,1,HUANG Yuting,Female,China,CHN,China,People's Republic of China 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2006-09-03,1913945
2024-07-27,Gold Medal,1,SHENG Lihao,Male,China,CHN,China,People's Republic of China 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2004-12-04,1913899
2024-07-27,Silver Medal,2,KEUM Jihyeon,Female,Korea,KOR,Korea,Republic of Korea 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2000-03-17,1893896
2024-07-27,Silver Medal,2,PARK Hajun,Male,Korea,KOR,Korea,Republic of Korea 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000100--,2000-04-19,1893976
2024-07-27,Bronze Medal,3,LE Alexandra,Female,Kazakhstan,KAZ,Kazakhstan,Kazakhstan 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--,2004-05-03,1930466
2024-07-27,Bronze Medal,3,SATPAYEV Islam,Male,Kazakhstan,KAZ,Kazakhstan,Kazakhstan 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--,1998-09-21,1930467
2024-07-27,Gold Medal,1,HELD Ryan,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1995-06-27,1935916
2024-07-27,Gold Medal,1,KING Matt,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2002-02-19,1935933
2024-07-27,Gold Medal,1,ARMSTRONG Hunter,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2001-01-24,1935871
2024-07-27,Gold Medal,1,DRESSEL Caeleb,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1996-08-16,1935896
2024-07-27,Gold Medal,1,ALEXY Jack,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2003-01-19,1935869
2024-07-27,Gold Medal,1,GUILIANO Chris,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2003-06-25,1935911
2024-07-27,Silver Medal,2,CARTWRIGHT Jack,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-09-22,1946186
2024-07-27,Silver Medal,2,YANG William,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-10-11,1946235
2024-07-27,Silver Medal,2,SOUTHAM Flynn,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2005-06-05,1946179
2024-07-27,Silver Medal,2,CHALMERS Kyle,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-06-25,1946200
2024-07-27,Silver Medal,2,TAYLOR Kai,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2003-08-18,1946196
2024-07-27,Bronze Medal,3,ZAZZERI Lorenzo,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1994-08-09,1925669
2024-07-27,Bronze Medal,3,DEPLANO Leonardo,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1999-07-21,1925681
2024-07-27,Bronze Medal,3,CONTE BONIN Paolo,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2002-02-09,1925675
2024-07-27,Bronze Medal,3,FRIGO Manuel,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1997-02-18,1925634
2024-07-27,Bronze Medal,3,CECCON Thomas,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,2001-01-27,1925635
2024-07-27,Bronze Medal,3,MIRESSI Alessandro,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--,1998-10-02,1925636
2024-07-27,Gold Medal,1,WUNSCH Olivia,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2006-05-31,1946221
2024-07-27,Gold Medal,1,CAMPBELL Bronte,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1994-05-14,1946159
2024-07-27,Gold Medal,1,HARRIS Meg,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2002-03-07,1946212
2024-07-27,Gold Medal,1,McKEON Emma,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1994-05-24,1946177
2024-07-27,Gold Medal,1,JACK Shayna,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1998-11-06,1946227
2024-07-27,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2004-04-02,1946218
2024-07-27,Silver Medal,2,WEITZEIL Abbey,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1996-12-03,1935860
2024-07-27,Silver Medal,2,MANUEL Simone,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1996-08-02,1935945
2024-07-27,Silver Medal,2,CONNOLLY Erika,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1998-08-27,1935879
2024-07-27,Silver Medal,2,DOUGLASS Kate,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2001-11-17,1935895
2024-07-27,Silver Medal,2,HUSKE Torri,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2002-12-07,1935923
2024-07-27,Silver Medal,2,WALSH Gretchen,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2003-01-29,1935998
2024-07-27,Bronze Medal,3,CHENG Yujie,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2005-09-22,1945230
2024-07-27,Bronze Medal,3,WU Qingfeng,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2003-01-28,1945206
2024-07-27,Bronze Medal,3,YU Yiting,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2005-09-05,1945164
2024-07-27,Bronze Medal,3,YANG Junxuan,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2002-01-26,1945159
2024-07-27,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1998-04-19,1945125
2024-07-28,Gold Medal,1,JEON Hunyoung,Female,Korea,KOR,Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,1994-05-29,1902121
2024-07-28,Gold Medal,1,LIM Sihyeon,Female,Korea,KOR,Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2003-06-13,1902147
2024-07-28,Gold Medal,1,NAM Suhyeon,Female,Korea,KOR,Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2005-01-27,1902148
2024-07-28,Silver Medal,2,AN Qixuan,Female,China,CHN,China,People's Republic of China,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2000-12-03,1913382
2024-07-28,Silver Medal,2,LI Jiaman,Female,China,CHN,China,People's Republic of China,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,1997-08-18,1913372
2024-07-28,Silver Medal,2,YANG Xiaolei,Female,China,CHN,China,People's Republic of China,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2000-06-28,1913380
2024-07-28,Bronze Medal,3,RUIZ Angela,Female,Mexico,MEX,Mexico,Mexico,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000200--,2006-07-28,1535429
2024-07-28,Bronze Medal,3,VALENCIA Alejandra,Female,Mexico,MEX,Mexico,Mexico,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000200--,1994-10-17,1535420
2024-07-28,Bronze Medal,3,VAZQUEZ Ana,Female,Mexico,MEX,Mexico,Mexico,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000200--,2000-10-05,1536479
2024-07-29,Gold Medal,1,KIM Je Deok,Male,Korea,KOR,Korea,Republic of Korea,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,2004-04-12,1902130
2024-07-29,Gold Medal,1,KIM Woojin,Male,Korea,KOR,Korea,Republic of Korea,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1992-06-20,1902135
2024-07-29,Gold Medal,1,LEE Wooseok,Male,Korea,KOR,Korea,Republic of Korea,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1997-08-07,1902144
2024-07-29,Silver Medal,2,ADDIS Baptiste,Male,France,FRA,France,France,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,2006-12-07,1541270
2024-07-29,Silver Medal,2,CHIRAULT Thomas,Male,France,FRA,France,France,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1997-09-15,1541272
2024-07-29,Silver Medal,2,VALLADONT Jean-Charles,Male,France,FRA,France,France,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1989-03-20,1541275
2024-07-29,Bronze Medal,3,GAZOZ Mete,Male,Türkiye,TUR,Türkiye,Türkiye,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000200--,1999-06-08,1565000
2024-07-29,Bronze Medal,3,TUMER Berkim,Male,Türkiye,TUR,Türkiye,Türkiye,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000200--,2002-04-30,1565002
2024-07-29,Bronze Medal,3,YILDIRMIS Abdullah,Male,Türkiye,TUR,Türkiye,Türkiye,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000200--,2003-11-07,1565006
2024-07-29,Gold Medal,1,HASHIMOTO Daiki,Male,Japan,JPN,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2001-08-07,1919492
2024-07-29,Gold Medal,1,KAYA Kazuma,Male,Japan,JPN,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1996-11-19,1919491
2024-07-29,Gold Medal,1,OKA Shinnosuke,Male,Japan,JPN,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2003-10-31,1919480
2024-07-29,Gold Medal,1,SUGINO Takaaki,Male,Japan,JPN,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1998-10-18,1919479
2024-07-29,Gold Medal,1,TANIGAWA Wataru,Male,Japan,JPN,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1996-07-23,1919490
2024-07-29,Silver Medal,2,LIU Yang,Male,China,CHN,China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1994-08-11,1918856
2024-07-29,Silver Medal,2,SU Weide,Male,China,CHN,China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2000-03-19,1918858
2024-07-29,Silver Medal,2,XIAO Ruoteng,Male,China,CHN,China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1996-01-30,1918860
2024-07-29,Silver Medal,2,ZHANG Boheng,Male,China,CHN,China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2000-03-04,1918864
2024-07-29,Silver Medal,2,ZOU Jingyuan,Male,China,CHN,China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1998-01-03,1918865
2024-07-29,Bronze Medal,3,HONG Asher,Male,United States,USA,United States,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2004-03-23,1959781
2024-07-29,Bronze Medal,3,JUDA Paul,Male,United States,USA,United States,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2001-07-07,1959855
2024-07-29,Bronze Medal,3,MALONE Brody,Male,United States,USA,United States,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2000-01-07,1959823
2024-07-29,Bronze Medal,3,NEDOROSCIK Stephen,Male,United States,USA,United States,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1998-10-28,1959865
2024-07-29,Bronze Medal,3,RICHARD Frederick,Male,United States,USA,United States,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2004-04-23,1959811
2024-07-29,Gold Medal,1,LIAN Junjie,Male,China,CHN,China,People's Republic of China,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2000-11-03,1901555
2024-07-29,Gold Medal,1,YANG Hao,Male,China,CHN,China,People's Republic of China,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,1998-02-03,1901554
2024-07-29,Silver Medal,2,DALEY Thomas,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,1994-05-21,1900838
2024-07-29,Silver Medal,2,WILLIAMS Noah,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2000-05-15,1900857
2024-07-29,Bronze Medal,3,WIENS Rylan,Male,Canada,CAN,Canada,Canada,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2002-01-02,1959146
2024-07-29,Bronze Medal,3,ZSOMBOR-MURRAY Nathan,Male,Canada,CAN,Canada,Canada,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2003-04-28,1959132
2024-07-29,Gold Medal,1,McEWEN Tom,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1991-05-10,1970917
2024-07-29,Gold Medal,1,COLLETT Laura,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1989-08-31,1970898
2024-07-29,Gold Medal,1,CANTER Rosalind,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1986-01-13,1970892
2024-07-29,Gold Medal,1,INGHAM Yasmin,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1997-05-13,1970912
