orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
817,2023,2,19,2023-02-19,Uruguay,Montevideo,Auriculares,Jabra Elite 85t,224,0.21,3,672,141.12
818,2023,2,6,2023-02-06,Perú,Lima,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.70000000000005
819,2023,2,7,2023-02-07,Bolivia,Santa Cruz de la Sierra,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
820,2023,2,25,2023-02-25,Colombia,Cali,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
821,2023,2,19,2023-02-19,Brasil,Brasilia,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
822,2023,2,17,2023-02-17,México,Guadalajara,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
823,2023,2,1,2023-02-01,Perú,Arequipa,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
824,2023,2,28,2023-02-28,Chile,Santiago,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3000000000002
825,2023,2,16,2023-02-16,Panamá,David,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
826,2023,2,23,2023-02-23,Bolivia,Santa Cruz de la Sierra,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
827,2023,2,22,2023-02-22,Perú,Trujillo,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
828,2023,2,14,2023-02-14,Brasil,Brasilia,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
829,2023,2,1,2023-02-01,Costa Rica,Limón,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699.0
830,2023,2,13,2023-02-13,Panamá,David,Auriculares,Razer Opus,224,0.11,4,896,98.56
831,2023,2,16,2023-02-16,Argentina,Buenos Aires,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
832,2023,2,12,2023-02-12,Chile,Valparaíso,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
833,2023,2,4,2023-02-04,Colombia,Medellín,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96000000000004
834,2023,2,23,2023-02-23,Costa Rica,San José,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
835,2023,2,4,2023-02-04,Costa Rica,Heredia,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
836,2023,2,23,2023-02-23,Paraguay,Asunción,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
837,2023,2,15,2023-02-15,Venezuela,Caracas,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
838,2023,2,25,2023-02-25,Colombia,Bogotá,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08000000000001
839,2023,2,26,2023-02-26,Costa Rica,Limón,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
840,2023,2,21,2023-02-21,Chile,Santiago,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
841,2023,2,5,2023-02-05,Perú,Lima,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
842,2023,2,24,2023-02-24,Colombia,Cali,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
843,2023,2,21,2023-02-21,Venezuela,Valencia,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
844,2023,2,1,2023-02-01,Perú,Lima,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
845,2023,2,19,2023-02-19,Venezuela,Maracaibo,Auriculares,Beats Studio3,274,0.13,1,274,35.620000000000005
846,2023,2,1,2023-02-01,Paraguay,Asunción,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
847,2023,2,12,2023-02-12,Chile,Concepción,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
848,2023,2,1,2023-02-01,Brasil,Brasilia,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
849,2023,2,12,2023-02-12,Chile,Santiago,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
850,2023,2,4,2023-02-04,Chile,Concepción,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
851,2023,2,2,2023-02-02,Chile,Santiago,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.1600000000001
852,2023,2,13,2023-02-13,Bolivia,Santa Cruz de la Sierra,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
853,2023,2,12,2023-02-12,Ecuador,Cuenca,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
854,2023,2,27,2023-02-27,Ecuador,Guayaquil,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
855,2023,2,5,2023-02-05,Ecuador,Quito,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
856,2023,2,1,2023-02-01,Venezuela,Maracaibo,Smartphones,LG Velvet,649,0.12,2,1298,155.76
857,2023,2,21,2023-02-21,Panamá,Colón,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
858,2023,2,9,2023-02-09,Panamá,Ciudad de Panamá,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
859,2023,2,18,2023-02-18,Ecuador,Quito,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
860,2023,2,1,2023-02-01,Argentina,Buenos Aires,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
861,2023,2,1,2023-02-01,Paraguay,Asunción,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
862,2023,2,4,2023-02-04,México,Guadalajara,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
863,2023,2,14,2023-02-14,México,Monterrey,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
864,2023,2,13,2023-02-13,Brasil,Brasilia,Auriculares,Razer Opus,224,0.11,5,1120,123.2
865,2023,2,5,2023-02-05,Venezuela,Caracas,Tablets,iPad Air,649,0.33,5,3245,1070.8500000000001
866,2023,2,6,2023-02-06,México,Ciudad de México (CDMX),Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
867,2023,2,22,2023-02-22,Venezuela,Valencia,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
868,2023,2,9,2023-02-09,Uruguay,Ciudad de la Costa,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
869,2023,2,17,2023-02-17,Paraguay,Encarnación,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
870,2023,2,13,2023-02-13,Bolivia,La Paz,Auriculares,Apple AirPods Pro,224,0.26,5,1120,291.2
871,2023,2,6,2023-02-06,Brasil,Río de Janeiro,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
872,2023,2,24,2023-02-24,Costa Rica,Limón,Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
873,2023,2,8,2023-02-08,México,Ciudad de México (CDMX),Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
874,2023,2,23,2023-02-23,Chile,Santiago,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
875,2023,2,27,2023-02-27,Brasil,São Paulo,Auriculares,Beats Studio3,274,0.13,3,822,106.86
876,2023,2,14,2023-02-14,Chile,Valparaíso,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
877,2023,2,19,2023-02-19,México,Guadalajara,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
878,2023,2,6,2023-02-06,Colombia,Bogotá,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
879,2023,2,4,2023-02-04,Perú,Trujillo,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
880,2023,2,24,2023-02-24,Ecuador,Cuenca,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849.0
881,2023,2,26,2023-02-26,Bolivia,Santa Cruz de la Sierra,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
882,2023,2,9,2023-02-09,Colombia,Bogotá,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
883,2023,2,6,2023-02-06,Perú,Lima,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
884,2023,2,22,2023-02-22,Venezuela,Valencia,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
885,2023,2,6,2023-02-06,Chile,Santiago,Smartphones,Asus ROG Phone 5,1099,0.13,1,1099,142.87
886,2023,2,28,2023-02-28,Paraguay,Asunción,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72000000000003
887,2023,2,21,2023-02-21,Colombia,Medellín,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
888,2023,2,15,2023-02-15,Brasil,Brasilia,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
889,2023,2,15,2023-02-15,Paraguay,Ciudad del Este,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
890,2023,2,26,2023-02-26,Costa Rica,Heredia,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
891,2023,2,11,2023-02-11,Panamá,Ciudad de Panamá,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
892,2023,2,13,2023-02-13,Venezuela,Maracaibo,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
893,2023,2,24,2023-02-24,Chile,Valparaíso,Auriculares,Razer Opus,224,0.11,4,896,98.56
894,2023,2,3,2023-02-03,Brasil,São Paulo,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
895,2023,2,26,2023-02-26,Chile,Santiago,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
896,2023,2,6,2023-02-06,Ecuador,Cuenca,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
897,2023,2,21,2023-02-21,Colombia,Medellín,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
898,2023,2,19,2023-02-19,Brasil,São Paulo,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
899,2023,2,12,2023-02-12,Brasil,São Paulo,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
900,2023,2,21,2023-02-21,Panamá,Ciudad de Panamá,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
901,2023,2,24,2023-02-24,Uruguay,Ciudad de la Costa,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
902,2023,2,24,2023-02-24,Paraguay,Asunción,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
903,2023,2,24,2023-02-24,Colombia,Medellín,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
904,2023,2,15,2023-02-15,Costa Rica,Limón,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
905,2023,2,4,2023-02-04,Colombia,Cali,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
906,2023,2,17,2023-02-17,Ecuador,Cuenca,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
907,2023,2,20,2023-02-20,Brasil,Río de Janeiro,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
908,2023,2,11,2023-02-11,México,Ciudad de México (CDMX),Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
909,2023,2,26,2023-02-26,Paraguay,Asunción,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
910,2023,2,25,2023-02-25,Chile,Concepción,Smartphones,LG Velvet,649,0.12,1,649,77.88
911,2023,2,19,2023-02-19,Costa Rica,Heredia,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
912,2023,2,14,2023-02-14,Bolivia,Cochabamba,Auriculares,Razer Opus,224,0.11,3,672,73.92
913,2023,2,5,2023-02-05,Bolivia,Santa Cruz de la Sierra,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.9499999999998
914,2023,2,22,2023-02-22,Venezuela,Caracas,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
915,2023,2,22,2023-02-22,Chile,Santiago,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
916,2023,2,22,2023-02-22,Venezuela,Caracas,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849.0
917,2023,2,24,2023-02-24,Brasil,Brasilia,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.360000000000003
918,2023,2,12,2023-02-12,Chile,Concepción,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
919,2023,2,26,2023-02-26,Ecuador,Guayaquil,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
920,2023,2,25,2023-02-25,Venezuela,Maracaibo,Smartphones,LG Velvet,649,0.12,5,3245,389.4
921,2023,2,12,2023-02-12,Argentina,Buenos Aires,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
922,2023,2,7,2023-02-07,Uruguay,Montevideo,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
923,2023,2,23,2023-02-23,Costa Rica,San José,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
924,2023,2,10,2023-02-10,Bolivia,Santa Cruz de la Sierra,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
925,2023,2,12,2023-02-12,Chile,Valparaíso,Smartphones,Asus ROG Phone 5,1099,0.13,4,4396,571.48
926,2023,2,18,2023-02-18,Costa Rica,San José,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
927,2023,2,1,2023-02-01,México,Ciudad de México (CDMX),Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
928,2023,2,2,2023-02-02,Brasil,São Paulo,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
929,2023,2,21,2023-02-21,Brasil,Brasilia,Smartphones,Google Pixel 6,749,0.28,3,2247,629.1600000000001
930,2023,2,2,2023-02-02,Venezuela,Maracaibo,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.70000000000005
931,2023,2,20,2023-02-20,Perú,Arequipa,Auriculares,Razer Opus,224,0.11,2,448,49.28
932,2023,2,2,2023-02-02,Venezuela,Caracas,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
933,2023,2,7,2023-02-07,Ecuador,Guayaquil,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
934,2023,2,15,2023-02-15,Brasil,Río de Janeiro,Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
935,2023,2,26,2023-02-26,Venezuela,Valencia,Smartphones,Google Pixel 6,749,0.28,1,749,209.72000000000003
936,2023,2,14,2023-02-14,Colombia,Cali,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
937,2023,2,3,2023-02-03,Brasil,São Paulo,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
938,2023,2,8,2023-02-08,Panamá,Ciudad de Panamá,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
939,2023,2,5,2023-02-05,Panamá,Colón,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
940,2023,2,25,2023-02-25,Uruguay,Montevideo,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
941,2023,2,5,2023-02-05,Ecuador,Guayaquil,Laptops,Razer Blade 15,2649,0.33,1,2649,874.1700000000001
942,2023,2,9,2023-02-09,Panamá,David,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.6299999999999
943,2023,2,27,2023-02-27,Chile,Valparaíso,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.9499999999998
944,2023,2,14,2023-02-14,Perú,Trujillo,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
945,2023,2,27,2023-02-27,Colombia,Cali,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
946,2023,2,22,2023-02-22,Perú,Arequipa,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
947,2023,2,26,2023-02-26,Chile,Concepción,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72000000000001
948,2023,2,14,2023-02-14,Colombia,Medellín,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
949,2023,2,27,2023-02-27,Uruguay,Montevideo,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
950,2023,3,17,2023-03-17,Colombia,Cali,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
951,2023,3,29,2023-03-29,Perú,Lima,Smartphones,Google Pixel 6,749,0.28,5,3745,1048.6000000000001
952,2023,3,17,2023-03-17,Bolivia,Santa Cruz de la Sierra,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
953,2023,3,10,2023-03-10,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,4,4396,835.24
954,2023,3,13,2023-03-13,Bolivia,Cochabamba,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
955,2023,3,22,2023-03-22,Venezuela,Maracaibo,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
956,2023,3,9,2023-03-09,Ecuador,Quito,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44000000000003
957,2023,3,18,2023-03-18,Uruguay,Salto,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,3,6147,676.17
958,2023,3,1,2023-03-01,Costa Rica,Limón,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
959,2023,3,19,2023-03-19,Perú,Trujillo,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.40000000000003
960,2023,3,15,2023-03-15,Colombia,Bogotá,Smartphones,Google Pixel 6,749,0.28,5,3745,1048.6000000000001
961,2023,3,29,2023-03-29,Paraguay,Ciudad del Este,Smartphones,OnePlus 9,799,0.32,1,799,255.68
962,2023,3,2,2023-03-02,Ecuador,Quito,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
963,2023,3,25,2023-03-25,Ecuador,Guayaquil,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
964,2023,3,21,2023-03-21,Bolivia,Santa Cruz de la Sierra,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
965,2023,3,1,2023-03-01,Costa Rica,Limón,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
966,2023,3,20,2023-03-20,Ecuador,Cuenca,Laptops,Razer Blade 15,2649,0.33,1,2649,874.1700000000001
967,2023,3,19,2023-03-19,Uruguay,Ciudad de la Costa,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
968,2023,3,6,2023-03-06,Colombia,Cali,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
969,2023,3,8,2023-03-08,Colombia,Bogotá,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
970,2023,3,14,2023-03-14,Venezuela,Maracaibo,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58000000000004
971,2023,3,5,2023-03-05,Perú,Trujillo,Laptops,Razer Blade 15,2649,0.33,4,10596,3496.6800000000003
972,2023,3,20,2023-03-20,Brasil,Río de Janeiro,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
973,2023,3,2,2023-03-02,Chile,Concepción,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96000000000004
974,2023,3,14,2023-03-14,Colombia,Medellín,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
975,2023,3,21,2023-03-21,Uruguay,Salto,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
976,2023,3,30,2023-03-30,Costa Rica,Limón,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
977,2023,3,25,2023-03-25,Panamá,Colón,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72000000000003
978,2023,3,9,2023-03-09,Uruguay,Ciudad de la Costa,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
979,2023,3,2,2023-03-02,Perú,Arequipa,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
980,2023,3,10,2023-03-10,Costa Rica,Heredia,Auriculares,Beats Studio3,274,0.13,1,274,35.620000000000005
981,2023,3,1,2023-03-01,Panamá,Ciudad de Panamá,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
982,2023,3,29,2023-03-29,Chile,Santiago,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
983,2023,3,3,2023-03-03,Brasil,São Paulo,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44000000000003
984,2023,3,27,2023-03-27,Venezuela,Maracaibo,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.6299999999999
985,2023,3,5,2023-03-05,Panamá,Colón,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96000000000004
986,2023,3,8,2023-03-08,Brasil,Río de Janeiro,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
987,2023,3,14,2023-03-14,México,Ciudad de México (CDMX),Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
988,2023,3,23,2023-03-23,Perú,Trujillo,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
989,2023,3,30,2023-03-30,Brasil,Brasilia,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
990,2023,3,22,2023-03-22,Chile,Santiago,Auriculares,Beats Studio3,274,0.13,1,274,35.620000000000005
991,2023,3,25,2023-03-25,Bolivia,Cochabamba,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
992,2023,3,21,2023-03-21,Costa Rica,San José,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
993,2023,3,27,2023-03-27,Brasil,Brasilia,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
994,2023,3,18,2023-03-18,Paraguay,Encarnación,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44000000000003
995,2023,3,6,2023-03-06,Costa Rica,Heredia,Auriculares,Sony WH-1000XM4,324,0.27,2,648,174.96
996,2023,3,31,2023-03-31,Panamá,David,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
997,2023,3,28,2023-03-28,Panamá,Colón,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
998,2023,3,17,2023-03-17,Bolivia,Cochabamba,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
999,2023,3,30,2023-03-30,Bolivia,Santa Cruz de la Sierra,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
1000,2023,3,15,2023-03-15,Costa Rica,Heredia,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
1001,2023,3,26,2023-03-26,Brasil,Río de Janeiro,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
1002,2023,3,17,2023-03-17,Bolivia,Cochabamba,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
1003,2023,3,25,2023-03-25,Panamá,Colón,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
1004,2023,3,18,2023-03-18,Uruguay,Ciudad de la Costa,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699.0
1005,2023,3,2,2023-03-02,Bolivia,Santa Cruz de la Sierra,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
1006,2023,3,18,2023-03-18,Costa Rica,Heredia,Laptops,HP Spectre x360,1799,0.25,4,7196,1799.0
1007,2023,3,11,2023-03-11,Costa Rica,Heredia,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.6299999999999
1008,2023,3,3,2023-03-03,Perú,Lima,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
1009,2023,3,15,2023-03-15,Colombia,Medellín,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
1010,2023,3,6,2023-03-06,Colombia,Bogotá,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
1011,2023,3,21,2023-03-21,Bolivia,Cochabamba,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.80000000000001
1012,2023,3,14,2023-03-14,Brasil,Río de Janeiro,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
1013,2023,3,5,2023-03-05,Chile,Santiago,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44000000000005
1014,2023,3,8,2023-03-08,Colombia,Cali,Auriculares,Razer Opus,224,0.11,5,1120,123.2
1015,2023,3,12,2023-03-12,Panamá,Colón,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
1016,2023,3,31,2023-03-31,Argentina,Buenos Aires,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78000000000003
1017,2023,3,24,2023-03-24,Panamá,David,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
1018,2023,3,10,2023-03-10,Ecuador,Quito,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
1019,2023,3,28,2023-03-28,Panamá,Ciudad de Panamá,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
1020,2023,3,5,2023-03-05,Chile,Santiago,Laptops,Acer Swift 5,899,0.32,1,899,287.68
1021,2023,3,30,2023-03-30,Ecuador,Cuenca,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
1022,2023,3,30,2023-03-30,Brasil,Río de Janeiro,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
1023,2023,3,17,2023-03-17,Venezuela,Valencia,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
1024,2023,3,19,2023-03-19,Paraguay,Ciudad del Este,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
1025,2023,3,27,2023-03-27,Bolivia,Cochabamba,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
1026,2023,3,18,2023-03-18,Colombia,Bogotá,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
1027,2023,3,12,2023-03-12,Costa Rica,Limón,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
1028,2023,3,15,2023-03-15,Argentina,Buenos Aires,Auriculares,Beats Studio3,274,0.13,3,822,106.86
1029,2023,3,4,2023-03-04,Costa Rica,Limón,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
1030,2023,3,30,2023-03-30,México,Guadalajara,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
1031,2023,3,17,2023-03-17,Paraguay,Asunción,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
1032,2023,3,18,2023-03-18,Paraguay,Encarnación,Auriculares,Apple AirPods Pro,224,0.26,5,1120,291.2
1033,2023,3,21,2023-03-21,Paraguay,Encarnación,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
1034,2023,3,27,2023-03-27,Paraguay,Ciudad del Este,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
1035,2023,3,4,2023-03-04,Costa Rica,Heredia,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
1036,2023,3,19,2023-03-19,Bolivia,La Paz,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
1037,2023,3,1,2023-03-01,México,Guadalajara,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
1038,2023,3,3,2023-03-03,Venezuela,Maracaibo,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
1039,2023,3,26,2023-03-26,Colombia,Cali,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
1040,2023,3,29,2023-03-29,Colombia,Cali,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
1041,2023,3,1,2023-03-01,Argentina,Buenos Aires,Auriculares,Beats Studio3,274,0.13,2,548,71.24000000000001
